method,n,T,seed,value,true,bias,mae,mae_rel,mse,missing,mnar_c0,reward_type
ipw,512,8,344,-0.36588454246520996,2.3812152613089284,-2.7470998037741383,2.7470998037741383,1.1536545428757614,7.546557331895909,0.4326171875,0.3,linear
impute,512,8,344,-1.3292169570922852,2.3812152613089284,-3.7104322184012135,3.7104322184012135,1.5582094902086379,13.76730724734975,0.4326171875,0.3,linear
scope,512,8,344,5.645139825532389,2.3812152613089284,3.2639245642234602,3.2639245642234602,1.3706969786634562,10.653203560941305,0.4326171875,0.3,linear
naive,512,8,345,0.9433846473693848,2.394621775617268,-1.4512371282478833,1.4512371282478833,0.606040228575886,2.106089202405163,0.44580078125,0.3,linear
prox,512,8,345,2.630805253982544,2.394621775617268,0.23618347836527587,0.23618347836527587,0.09863080707365329,0.05578263545272073,0.44580078125,0.3,linear
ipw,512,8,345,0.8706926107406616,2.394621775617268,-1.5239291648766065,1.5239291648766065,0.6363966035862925,2.3223600995615112,0.44580078125,0.3,linear
impute,512,8,345,2.297769784927368,2.394621775617268,-0.09685199068989991,0.09685199068989991,0.04044563182214198,0.00938030810059646,0.44580078125,0.3,linear
scope,512,8,345,5.1512636269390635,2.394621775617268,2.7566418513217954,2.7566418513217954,1.1511804826092875,7.599074296458856,0.44580078125,0.3,linear
naive,512,8,346,0.8741095662117004,2.372977244312089,-1.4988676781003885,1.4988676781003885,0.6316401396992328,2.2466043164540497,0.4140625,0.3,linear
prox,512,8,346,2.8914997577667236,2.372977244312089,0.5185225134546347,0.5185225134546347,0.21851137203169899,0.26886559695931184,0.4140625,0.3,linear
ipw,512,8,346,1.4323828220367432,2.372977244312089,-0.9405944222753457,0.9405944222753457,0.39637734602382085,0.8847178672154914,0.4140625,0.3,linear
impute,512,8,346,3.12086820602417,2.372977244312089,0.747890961712081,0.747890961712081,0.31516988353122194,0.5593408906106214,0.4140625,0.3,linear
scope,512,8,346,5.303738129067942,2.372977244312089,2.9307608847558533,2.9307608847558533,1.2350564641025297,8.589359363614912,0.4140625,0.3,linear
naive,512,8,347,0.8076613545417786,2.3284360441648677,-1.5207746896230891,1.5207746896230891,0.653131398405465,2.312755656598203,0.43896484375,0.3,linear
prox,512,8,347,2.551952838897705,2.3284360441648677,0.22351679473283736,0.22351679473283736,0.09599438871983507,0.049959757527641355,0.43896484375,0.3,linear
ipw,512,8,347,0.9428395628929138,2.3284360441648677,-1.385596481271954,1.385596481271954,0.595076031718501,1.9198776089132201,0.43896484375,0.3,linear
impute,512,8,347,4.99296760559082,2.3284360441648677,2.6645315614259526,2.6645315614259526,1.1443438904424068,7.099728441835025,0.43896484375,0.3,linear
scope,512,8,347,4.991129658733642,2.3284360441648677,2.662693614568774,2.662693614568774,1.1435545422179691,7.089937285065323,0.43896484375,0.3,linear
naive,512,8,348,0.7214536070823669,2.388195663712678,-1.6667420566303113,1.6667420566303113,0.6979085013659231,2.7780290833402397,0.458740234375,0.3,linear
prox,512,8,348,2.537846326828003,2.388195663712678,0.1496506631153247,0.1496506631153247,0.0626626475331081,0.02239532097085641,0.458740234375,0.3,linear
ipw,512,8,348,-12.247550010681152,2.388195663712678,-14.635745674393831,14.635745674393831,6.128369587457154,214.20505144553775,0.458740234375,0.3,linear
impute,512,8,348,3.374720573425293,2.388195663712678,0.9865249097126148,0.9865249097126148,0.4130837873555836,0.9732313974834826,0.458740234375,0.3,linear
scope,512,8,348,5.7559667802584995,2.388195663712678,3.3677711165458213,3.3677711165458213,1.4101738679611784,11.341882293440287,0.458740234375,0.3,linear
naive,512,8,349,0.2597377300262451,2.3692343194252508,-2.1094965893990056,2.1094965893990056,0.890370602900411,4.449975860686037,0.4267578125,0.3,linear
prox,512,8,349,2.7362093925476074,2.3692343194252508,0.36697507312235667,0.36697507312235667,0.15489184421884478,0.13467070429315903,0.4267578125,0.3,linear
ipw,512,8,349,0.597210705280304,2.3692343194252508,-1.7720236141449468,1.7720236141449468,0.7479309241877011,3.1400676890873194,0.4267578125,0.3,linear
impute,512,8,349,3.83536958694458,2.3692343194252508,1.4661352675193293,1.4661352675193293,0.618822399919902,2.1495526226639754,0.4267578125,0.3,linear
scope,512,8,349,5.039583004126927,2.3692343194252508,2.670348684701676,2.670348684701676,1.1270935351592712,7.13076209788797,0.4267578125,0.3,linear
naive,512,8,350,0.8493457436561584,2.3500636901182026,-1.5007179464620442,1.5007179464620442,0.63858607439978,2.2521543548332548,0.42041015625,0.3,linear
prox,512,8,350,3.099276065826416,2.3500636901182026,0.7492123757082134,0.7492123757082134,0.3188051365835663,0.5613191839143451,0.42041015625,0.3,linear
ipw,512,8,350,0.6804187893867493,2.3500636901182026,-1.6696449007314533,1.6696449007314533,0.7104679365721677,2.787714094538545,0.42041015625,0.3,linear
impute,512,8,350,3.023336887359619,2.3500636901182026,0.6732731972414165,0.6732731972414165,0.2864914683259297,0.4532967981236794,0.42041015625,0.3,linear
scope,512,8,350,4.107657247947559,2.3500636901182026,1.7575935578293564,1.7575935578293564,0.7478918827689107,3.0891351145232555,0.42041015625,0.3,linear
naive,512,8,351,0.5164617300033569,2.3748848210421967,-1.8584230910388397,1.8584230910388397,0.7825318830507695,3.4537363853063554,0.423095703125,0.3,linear
prox,512,8,351,2.6681950092315674,2.3748848210421967,0.2933101881893707,0.2933101881893707,0.12350501615512208,0.08603086649568406,0.423095703125,0.3,linear
ipw,512,8,351,0.6811031699180603,2.3748848210421967,-1.6937816511241364,1.6937816511241364,0.7132058094425126,2.8688962816848056,0.423095703125,0.3,linear
impute,512,8,351,4.170297622680664,2.3748848210421967,1.7954128016384674,1.7954128016384674,0.7559999481787781,3.2235071282872907,0.423095703125,0.3,linear
scope,512,8,351,5.547787716640476,2.3748848210421967,3.1729028955982796,3.1729028955982796,1.3360239062902763,10.067312784895947,0.423095703125,0.3,linear
naive,512,8,352,0.8911874294281006,2.361054448077056,-1.4698670186489555,1.4698670186489555,0.6225468539474294,2.160509052511969,0.404052734375,0.3,linear
prox,512,8,352,2.773291826248169,2.361054448077056,0.41223737817111283,0.41223737817111283,0.1745988443878779,0.1699396559613931,0.404052734375,0.3,linear
ipw,512,8,352,0.8868616819381714,2.361054448077056,-1.4741927661388847,1.4741927661388847,0.6243789792054691,2.1732443117362163,0.404052734375,0.3,linear
impute,512,8,352,4.214089393615723,2.361054448077056,1.8530349455386665,1.8530349455386665,0.7848336352632009,3.433738509387489,0.404052734375,0.3,linear
scope,512,8,352,4.391537999741804,2.361054448077056,2.0304835516647475,2.0304835516647475,0.8599901426747952,4.122863453581087,0.404052734375,0.3,linear
naive,512,8,353,0.4465266466140747,2.347465767849379,-1.9009391212353042,1.9009391212353042,0.8097835322117782,3.6135695426428502,0.451904296875,0.3,linear
prox,512,8,353,2.8259613513946533,2.347465767849379,0.47849558354527444,0.47849558354527444,0.2038349568708072,0.2289580234723327,0.451904296875,0.3,linear
ipw,512,8,353,0.538564920425415,2.347465767849379,-1.8089008474239638,1.8089008474239638,0.7705760280718303,3.2721222758111344,0.451904296875,0.3,linear
impute,512,8,353,2.157205581665039,2.347465767849379,-0.19026018618433982,0.19026018618433982,0.08104918452491254,0.03619893844689965,0.451904296875,0.3,linear
scope,512,8,353,5.613792707082156,2.347465767849379,3.2663269392327767,3.2663269392327767,1.3914268672063357,10.66889167395776,0.451904296875,0.3,linear
naive,512,8,354,0.27490469813346863,2.336755144056061,-2.0618504459225924,2.0618504459225924,0.8823562242570703,4.251227261351193,0.442138671875,0.3,linear
prox,512,8,354,2.4953856468200684,2.336755144056061,0.15863050276400736,0.15863050276400736,0.0678849485653263,0.02516363640716175,0.442138671875,0.3,linear
ipw,512,8,354,0.5125813484191895,2.336755144056061,-1.8241737956368715,1.8241737956368715,0.7806439627519262,3.3276100366882306,0.442138671875,0.3,linear
impute,512,8,354,3.4495320320129395,2.336755144056061,1.1127768879568785,1.1127768879568785,0.4762060290259414,1.2382724023709952,0.442138671875,0.3,linear
scope,512,8,354,5.558341848550181,2.336755144056061,3.2215867044941198,3.2215867044941198,1.3786582272810142,10.378620894573283,0.442138671875,0.3,linear
naive,512,8,355,1.2136366367340088,2.338348870665129,-1.1247122339311204,1.1247122339311204,0.48098564249362963,1.2649776091543312,0.402587890625,0.3,linear
prox,512,8,355,3.290543794631958,2.338348870665129,0.9521949239668288,0.9521949239668288,0.40720823821980967,0.9066751732281949,0.402587890625,0.3,linear
ipw,512,8,355,1.3318332433700562,2.338348870665129,-1.006515627295073,1.006515627295073,0.4304386055998461,1.0130737079891945,0.402587890625,0.3,linear
impute,512,8,355,1.9649524688720703,2.338348870665129,-0.3733964017930589,0.3733964017930589,0.15968378648599538,0.13942487287200347,0.402587890625,0.3,linear
scope,512,8,355,6.2072813065334005,2.338348870665129,3.8689324358682713,3.8689324358682713,1.6545574034758026,14.968638193313595,0.402587890625,0.3,linear
naive,512,8,356,0.5837585926055908,2.389618803972578,-1.805860211366987,1.805860211366987,0.7557105795974103,3.261131102998419,0.4345703125,0.3,linear
prox,512,8,356,2.647817373275757,2.389618803972578,0.25819856930317897,0.25819856930317897,0.10805010777197664,0.06666650119020852,0.4345703125,0.3,linear
ipw,512,8,356,0.2337077260017395,2.389618803972578,-2.1559110779708384,2.1559110779708384,0.9021987416515068,4.647952576117382,0.4345703125,0.3,linear
impute,512,8,356,5.440054893493652,2.389618803972578,3.0504360895210745,3.0504360895210745,1.276536694660225,9.305160336252625,0.4345703125,0.3,linear
scope,512,8,356,5.784040113251061,2.389618803972578,3.394421309278483,3.394421309278483,1.4204865243090194,11.522096024883853,0.4345703125,0.3,linear
naive,512,8,357,0.4252794682979584,2.3338985150249667,-1.9086190467270083,1.9086190467270083,0.8177815078247269,3.642826665529114,0.448486328125,0.3,linear
prox,512,8,357,2.596522808074951,2.3338985150249667,0.26262429304998447,0.26262429304998447,0.11252601231770999,0.06897151930000413,0.448486328125,0.3,linear
ipw,512,8,357,0.26226457953453064,2.3338985150249667,-2.071633935490436,2.071633935490436,0.8876281132850693,4.2916671626755925,0.448486328125,0.3,linear
impute,512,8,357,4.2636542320251465,2.3338985150249667,1.9297557170001798,1.9297557170001798,0.8268378871561758,3.723957127294878,0.448486328125,0.3,linear
scope,512,8,357,5.714989448169182,2.3338985150249667,3.381090933144215,3.381090933144215,1.4486880690731516,11.43177589819002,0.448486328125,0.3,linear
naive,512,8,358,0.8358038067817688,2.3570357794199106,-1.5212319726381418,1.5212319726381418,0.6454004584574154,2.314146714576532,0.41064453125,0.3,linear
prox,512,8,358,2.9043123722076416,2.3570357794199106,0.547276592787731,0.547276592787731,0.2321884960619567,0.2995116690133479,0.41064453125,0.3,linear
ipw,512,8,358,0.7057725787162781,2.3570357794199106,-1.6512632007036325,1.6512632007036325,0.7005677279578778,2.726670157998005,0.41064453125,0.3,linear
impute,512,8,358,3.034923553466797,2.3570357794199106,0.6778877740468863,0.6778877740468863,0.2876018174886259,0.45953183420224236,0.41064453125,0.3,linear
scope,512,8,358,3.952609856765545,2.3570357794199106,1.5955740773456344,1.5955740773456344,0.6769409659696896,2.5458566362973727,0.41064453125,0.3,linear
naive,512,8,359,1.4816839694976807,2.3566700602921635,-0.8749860907944829,0.8749860907944829,0.37128069199725316,0.765600659083811,0.41748046875,0.3,linear
prox,512,8,359,3.2575550079345703,2.3566700602921635,0.9008849476424068,0.9008849476424068,0.3822702901104117,0.811593688888662,0.41748046875,0.3,linear
ipw,512,8,359,0.9869204759597778,2.3566700602921635,-1.3697495843323857,1.3697495843323857,0.5812224661446981,1.8762139237787434,0.41748046875,0.3,linear
impute,512,8,359,4.838181018829346,2.3566700602921635,2.481510958537182,2.481510958537182,1.052973430752348,6.157896637340125,0.41748046875,0.3,linear
scope,512,8,359,5.021742412612747,2.3566700602921635,2.6650723523205837,2.6650723523205837,1.1308635846929658,7.10261064310357,0.41748046875,0.3,linear
naive,512,8,360,0.6112586259841919,2.3745446433564403,-1.7632860173722484,1.7632860173722484,0.7425785917757384,3.109177579060485,0.44482421875,0.3,linear
prox,512,8,360,2.6641509532928467,2.3745446433564403,0.28960630993640635,0.28960630993640635,0.12196288275593135,0.08387181475498186,0.44482421875,0.3,linear
ipw,512,8,360,29.271907806396484,2.3745446433564403,26.897363163040044,26.897363163040044,11.327377330341694,723.4681451244635,0.44482421875,0.3,linear
impute,512,8,360,3.035733461380005,2.3745446433564403,0.6611888180235646,0.6611888180235646,0.27844867851756544,0.43717065307939834,0.44482421875,0.3,linear
scope,512,8,360,5.57860923805314,2.3745446433564403,3.2040645946966997,3.2040645946966997,1.3493385368268862,10.266029926988926,0.44482421875,0.3,linear
naive,512,8,361,0.7344951629638672,2.3394090319,-1.6049138689361326,1.6049138689361326,0.6860338859308704,2.575748526703546,0.423095703125,0.3,linear
prox,512,8,361,2.7596263885498047,2.3394090319,0.42021735664980486,0.42021735664980486,0.1796254314315084,0.1765826268297493,0.423095703125,0.3,linear
ipw,512,8,361,0.317682683467865,2.3394090319,-2.021726348432135,2.021726348432135,0.8642038740827411,4.087377427944734,0.423095703125,0.3,linear
impute,512,8,361,4.488466739654541,2.3394090319,2.149057707754541,2.149057707754541,0.9186327309376673,4.618449031259203,0.423095703125,0.3,linear
scope,512,8,361,4.728876898536795,2.3394090319,2.389467866636795,2.389467866636795,1.0213980685096948,5.709556685689797,0.423095703125,0.3,linear
naive,512,8,362,1.0117080211639404,2.3301560480073897,-1.3184480268434493,1.3184480268434493,0.5658196273897224,1.7383051994873848,0.41259765625,0.3,linear
prox,512,8,362,2.8658668994903564,2.3301560480073897,0.5357108514829667,0.5357108514829667,0.22990342296648958,0.2869861163966052,0.41259765625,0.3,linear
ipw,512,8,362,1.066542387008667,2.3301560480073897,-1.2636136609987227,1.2636136609987227,0.5422871408459059,1.596719484262595,0.41259765625,0.3,linear
impute,512,8,362,-0.14547672867774963,2.3301560480073897,-2.4756327766851394,2.4756327766851394,1.0624321829442078,6.128757644997773,0.41259765625,0.3,linear
scope,512,8,362,4.995582938725369,2.3301560480073897,2.6654268907179794,2.6654268907179794,1.143883429179472,7.104500509762516,0.41259765625,0.3,linear
naive,512,8,363,0.9658682942390442,2.347356049918251,-1.3814877556792067,1.3814877556792067,0.588529275619401,1.9085084190915715,0.42041015625,0.3,linear
prox,512,8,363,3.0009827613830566,2.347356049918251,0.6536267114648058,0.6536267114648058,0.27845230871029086,0.4272278779402965,0.42041015625,0.3,linear
ipw,512,8,363,2.1472411155700684,2.347356049918251,-0.2001149343481825,0.2001149343481825,0.08525120607721684,0.040045986949177395,0.42041015625,0.3,linear
impute,512,8,363,2.7720165252685547,2.347356049918251,0.4246604753503038,0.4246604753503038,0.1809101245484651,0.180336519324746,0.42041015625,0.3,linear
scope,512,8,363,3.9785001558389737,2.347356049918251,1.6311441059207228,1.6311441059207228,0.6948856804137272,2.660631094279914,0.42041015625,0.3,linear
naive,512,8,364,0.7416181564331055,2.346044270966179,-1.6044261145330734,1.6044261145330734,0.6838856940548345,2.5741831569956948,0.406005859375,0.3,linear
prox,512,8,364,3.0382561683654785,2.346044270966179,0.6922118973992997,0.6922118973992997,0.29505491689388447,0.47915731090113856,0.406005859375,0.3,linear
ipw,512,8,364,0.7207955718040466,2.346044270966179,-1.6252486991621322,1.6252486991621322,0.692761308588947,2.641433334128203,0.406005859375,0.3,linear
impute,512,8,364,5.711902141571045,2.346044270966179,3.365857870604866,3.365857870604866,1.4346949510968496,11.328999205112723,0.406005859375,0.3,linear
scope,512,8,364,6.671825707194532,2.346044270966179,4.325781436228354,4.325781436228354,1.8438618101809536,18.712385034017842,0.406005859375,0.3,linear
naive,512,8,365,0.8875508904457092,2.3290656295581855,-1.4415147391124763,1.4415147391124763,0.6189240529842545,2.0779647430785104,0.4150390625,0.3,linear
prox,512,8,365,2.9745070934295654,2.3290656295581855,0.6454414638713799,0.6454414638713799,0.27712463559638617,0.41659468328442983,0.4150390625,0.3,linear
ipw,512,8,365,1.1318153142929077,2.3290656295581855,-1.1972503152652778,1.1972503152652778,0.5140474789851205,1.4334083174028072,0.4150390625,0.3,linear
impute,512,8,365,3.1408333778381348,2.3290656295581855,0.8117677482799492,0.8117677482799492,0.348537944992962,0.658966877147499,0.4150390625,0.3,linear
scope,512,8,365,5.013353211214813,2.3290656295581855,2.6842875816566276,2.6842875816566276,1.1525169353711284,7.205399821035987,0.4150390625,0.3,linear
naive,512,8,366,1.2542774677276611,2.3202138453008825,-1.0659363775732213,1.0659363775732213,0.45941298890706,1.1362203610339212,0.433349609375,0.3,linear
prox,512,8,366,2.5643696784973145,2.3202138453008825,0.24415583319643197,0.24415583319643197,0.10522988374150062,0.05961207088384391,0.433349609375,0.3,linear
ipw,512,8,366,0.842557430267334,2.3202138453008825,-1.4776564150335485,1.4776564150335485,0.6368621659707094,2.1834684808897986,0.433349609375,0.3,linear
impute,512,8,366,3.7384355068206787,2.3202138453008825,1.4182216615197962,1.4182216615197962,0.6112460988852875,2.0113526812039715,0.433349609375,0.3,linear
scope,512,8,366,4.541099721736442,2.3202138453008825,2.2208858764355597,2.2208858764355597,0.957190166300192,4.932334076150944,0.433349609375,0.3,linear
naive,512,8,367,0.6799196004867554,2.3465781487376502,-1.6666585482508949,1.6666585482508949,0.7102506043310254,2.7777507164577804,0.466064453125,0.3,linear
prox,512,8,367,2.8213045597076416,2.3465781487376502,0.47472641096999135,0.47472641096999135,0.2023058176116453,0.22536516527244913,0.466064453125,0.3,linear
ipw,512,8,367,0.2554689347743988,2.3465781487376502,-2.0911092139632514,2.0911092139632514,0.8911312905083391,4.3727377447220075,0.466064453125,0.3,linear
impute,512,8,367,4.601983547210693,2.3465781487376502,2.255405398473043,2.255405398473043,0.9611465101583538,5.086853511461347,0.466064453125,0.3,linear
scope,512,8,367,5.826200360486933,2.3465781487376502,3.4796222117492825,3.4796222117492825,1.4828494902763658,12.107770736498969,0.466064453125,0.3,linear
naive,512,8,368,1.619598150253296,2.365292631166952,-0.7456944809136563,0.7456944809136563,0.3152652111995787,0.5560602588650874,0.404541015625,0.3,linear
prox,512,8,368,3.3597705364227295,2.365292631166952,0.9944779052557773,0.9944779052557773,0.42044603367539213,0.9889863040419188,0.404541015625,0.3,linear
ipw,512,8,368,6.189920425415039,2.365292631166952,3.824627794248087,3.824627794248087,1.6169786959346126,14.627777764534986,0.404541015625,0.3,linear
impute,512,8,368,0.8893864750862122,2.365292631166952,-1.47590615608074,1.47590615608074,0.6239845914340755,2.1782989815570257,0.404541015625,0.3,linear
scope,512,8,368,6.131740361006846,2.365292631166952,3.766447729839894,3.766447729839894,1.5923812894058953,14.186128501616093,0.404541015625,0.3,linear
naive,512,8,369,0.9463460445404053,2.37270430424898,-1.4263582597085747,1.4263582597085747,0.6011529785461626,2.0344978850388737,0.416748046875,0.3,linear
prox,512,8,369,3.076645851135254,2.37270430424898,0.703941546886274,0.703941546886274,0.29668321738434617,0.49553370143264025,0.416748046875,0.3,linear
ipw,512,8,369,1.0238267183303833,2.37270430424898,-1.3488775859185966,1.3488775859185966,0.568497972336064,1.8194707417935811,0.416748046875,0.3,linear
impute,512,8,369,5.353209972381592,2.37270430424898,2.980505668132612,2.980505668132612,1.2561639740759927,8.883414037770628,0.416748046875,0.3,linear
scope,512,8,369,6.420497963471054,2.37270430424898,4.047793659222075,4.047793659222075,1.705983190561667,16.384633507638434,0.416748046875,0.3,linear
naive,512,8,370,1.2025997638702393,2.358750715432196,-1.1561509515619566,1.1561509515619566,0.49015393784421774,1.3366850227976177,0.396240234375,0.3,linear
prox,512,8,370,3.1006417274475098,2.358750715432196,0.7418910120153139,0.7418910120153139,0.3145270957042939,0.5504022737091067,0.396240234375,0.3,linear
ipw,512,8,370,0.5000808238983154,2.358750715432196,-1.8586698915338804,1.8586698915338804,0.7879891161764057,3.454653765694567,0.396240234375,0.3,linear
impute,512,8,370,3.8134841918945312,2.358750715432196,1.4547334764623354,1.4547334764623354,0.6167389656502058,2.116249487540192,0.396240234375,0.3,linear
scope,512,8,370,4.358814612729466,2.358750715432196,2.00006389729727,2.00006389729727,0.8479335625472388,4.0002555932719455,0.396240234375,0.3,linear
naive,512,8,321,3.940908193588257,4.896826510671939,-0.9559183170836825,0.9559183170836825,0.1952117999280542,0.9137798289360997,0.389404296875,-0.7,sigmoid
prox,512,8,321,4.76293420791626,4.896826510671939,-0.13389230275567954,0.13389230275567954,0.027342668249299876,0.01792714873721855,0.389404296875,-0.7,sigmoid
ipw,512,8,321,4.051766395568848,4.896826510671939,-0.8450601151030916,0.8450601151030916,0.17257301504584713,0.7141265981380505,0.389404296875,-0.7,sigmoid
impute,512,8,321,1.270661473274231,4.896826510671939,-3.6261650373977083,3.6261650373977083,0.7405132751783212,13.149072878445523,0.389404296875,-0.7,sigmoid
scope,512,8,321,4.321636562087374,4.896826510671939,-0.5751899485845655,0.5751899485845655,0.11746177801705258,0.3308434769527151,0.389404296875,-0.7,sigmoid
naive,512,8,322,4.034425258636475,4.885242814770624,-0.8508175561341496,0.8508175561341496,0.17416075073314402,0.7238905138260867,0.379150390625,-0.7,sigmoid
prox,512,8,322,4.822031021118164,4.885242814770624,-0.0632117936524601,0.0632117936524601,0.012939335064643676,0.003995730856761195,0.379150390625,-0.7,sigmoid
ipw,512,8,322,4.0643134117126465,4.885242814770624,-0.8209294030579777,0.8209294030579777,0.16804270211009412,0.6739250848051276,0.379150390625,-0.7,sigmoid
impute,512,8,322,1.27414071559906,4.885242814770624,-3.611102099171564,3.611102099171564,0.7391857960986767,13.040058370641276,0.379150390625,-0.7,sigmoid
scope,512,8,322,3.478392271824602,4.885242814770624,-1.4068505429460223,1.4068505429460223,0.28797965552344357,1.9792284501875177,0.379150390625,-0.7,sigmoid
naive,512,8,323,3.753105878829956,4.900178540765063,-1.1470726619351073,1.1470726619351073,0.23408793218298024,1.315775691758893,0.37353515625,-0.7,sigmoid
prox,512,8,323,4.658968925476074,4.900178540765063,-0.2412096152889891,0.2412096152889891,0.049224658506285594,0.058182078507862126,0.37353515625,-0.7,sigmoid
ipw,512,8,323,3.7860193252563477,4.900178540765063,-1.1141592155087157,1.1141592155087157,0.2273711470388102,1.2413507575029967,0.37353515625,-0.7,sigmoid
impute,512,8,323,2.82586407661438,4.900178540765063,-2.0743144641506834,2.0743144641506834,0.42331405823160506,4.302780496184737,0.37353515625,-0.7,sigmoid
scope,512,8,323,4.170691042057006,4.900178540765063,-0.7294874987080577,0.7294874987080577,0.14886957539187196,0.5321520107713386,0.37353515625,-0.7,sigmoid
naive,512,8,324,3.988888740539551,4.895675123908529,-0.9067863833689787,0.9067863833689787,0.18522192760311948,0.8222615450633923,0.363037109375,-0.7,sigmoid
prox,512,8,324,4.864426612854004,4.895675123908529,-0.03124851105452553,0.03124851105452553,0.006382880861910186,0.0009764694431248042,0.363037109375,-0.7,sigmoid
ipw,512,8,324,4.1284613609313965,4.895675123908529,-0.767213762977133,0.767213762977133,0.1567125561968698,0.5886169581015324,0.363037109375,-0.7,sigmoid
impute,512,8,324,1.9354127645492554,4.895675123908529,-2.960262359359274,2.960262359359274,0.6046688729206173,8.763153236239337,0.363037109375,-0.7,sigmoid
scope,512,8,324,4.628974976887224,4.895675123908529,-0.2667001470213055,0.2667001470213055,0.054476684067300156,0.07112896842118598,0.363037109375,-0.7,sigmoid
naive,512,8,325,4.193981170654297,4.8800883502985215,-0.6861071796442246,0.6861071796442246,0.14059318815452482,0.47074306195935234,0.38134765625,-0.7,sigmoid
prox,512,8,325,4.961237907409668,4.8800883502985215,0.08114955711114646,0.08114955711114646,0.01662870654917189,0.006585250619335222,0.38134765625,-0.7,sigmoid
ipw,512,8,325,4.21938419342041,4.8800883502985215,-0.6607041568781113,0.6607041568781113,0.1353877449447601,0.43652998291601597,0.38134765625,-0.7,sigmoid
impute,512,8,325,0.10190828144550323,4.8800883502985215,-4.778180068853018,4.778180068853018,0.9791175335095584,22.831004770384233,0.38134765625,-0.7,sigmoid
scope,512,8,325,5.3599324918385625,4.8800883502985215,0.47984414154004096,0.47984414154004096,0.09832693736183859,0.23025040017029885,0.38134765625,-0.7,sigmoid
naive,512,8,326,3.85537052154541,4.8702032599351694,-1.0148327383897593,1.0148327383897593,0.20837584885589938,1.0298854869076577,0.385009765625,-0.7,sigmoid
prox,512,8,326,4.7039265632629395,4.8702032599351694,-0.16627669667223,0.16627669667223,0.034141633890336524,0.027647939856228782,0.385009765625,-0.7,sigmoid
ipw,512,8,326,3.861870527267456,4.8702032599351694,-1.0083327326677134,1.0083327326677134,0.20704120112661087,1.0167348997691383,0.385009765625,-0.7,sigmoid
impute,512,8,326,2.20048189163208,4.8702032599351694,-2.6697213683030894,2.6697213683030894,0.5481745269782904,7.12741218437412,0.385009765625,-0.7,sigmoid
scope,512,8,326,4.375049369231978,4.8702032599351694,-0.4951538907031914,0.4951538907031914,0.10167006678685987,0.245177375478508,0.385009765625,-0.7,sigmoid
naive,512,8,327,4.335723876953125,4.889403209882602,-0.5536793329294767,0.5536793329294767,0.11324067767828273,0.3065608037132303,0.3642578125,-0.7,sigmoid
prox,512,8,327,5.063149452209473,4.889403209882602,0.17374624232687097,0.17374624232687097,0.03553526573052721,0.030187756722707768,0.3642578125,-0.7,sigmoid
ipw,512,8,327,4.257343292236328,4.889403209882602,-0.6320599176462736,0.6320599176462736,0.12927138354405626,0.3994997394950141,0.3642578125,-0.7,sigmoid
impute,512,8,327,0.7883613705635071,4.889403209882602,-4.101041839319095,4.101041839319095,0.8387612277567846,16.818544167845744,0.3642578125,-0.7,sigmoid
scope,512,8,327,4.34002551088635,4.889403209882602,-0.5493776989962518,0.5493776989962518,0.1123608905655058,0.3018158561544162,0.3642578125,-0.7,sigmoid
naive,512,8,328,4.12962007522583,4.908862667397149,-0.7792425921713191,0.7792425921713191,0.15874198260765376,0.6072190174538767,0.3720703125,-0.7,sigmoid
prox,512,8,328,4.886866569519043,4.908862667397149,-0.02199609787810619,0.02199609787810619,0.004480894938087419,0.0004838283218632277,0.3720703125,-0.7,sigmoid
ipw,512,8,328,4.161143779754639,4.908862667397149,-0.7477188876425105,0.7477188876425105,0.1523201886678523,0.5590835349373532,0.3720703125,-0.7,sigmoid
impute,512,8,328,-0.5573528409004211,4.908862667397149,-5.46621550829757,5.46621550829757,1.113540116858871,29.879511983152867,0.3720703125,-0.7,sigmoid
scope,512,8,328,4.542274867413626,4.908862667397149,-0.366587799983523,0.366587799983523,0.07467876467970139,0.13438661509675945,0.3720703125,-0.7,sigmoid
naive,512,8,329,4.095040798187256,4.9021340401374704,-0.8070932419502146,0.8070932419502146,0.16464120224823173,0.6513995012017076,0.359619140625,-0.7,sigmoid
prox,512,8,329,4.903252601623535,4.9021340401374704,0.0011185614860647064,0.0011185614860647064,0.00022817847837415287,1.2511797981072843e-06,0.359619140625,-0.7,sigmoid
ipw,512,8,329,4.140073776245117,4.9021340401374704,-0.7620602638923533,0.7620602638923533,0.15545479941037738,0.5807358458036831,0.359619140625,-0.7,sigmoid
impute,512,8,329,13.867396354675293,4.9021340401374704,8.965262314537823,8.965262314537823,1.828848872987245,80.37592836847207,0.359619140625,-0.7,sigmoid
scope,512,8,329,4.698581186304558,4.9021340401374704,-0.2035528538329121,0.2035528538329121,0.04152331457407556,0.04143376430352288,0.359619140625,-0.7,sigmoid
naive,512,8,330,3.8871891498565674,4.902947796717138,-1.0157586468605704,1.0157586468605704,0.20717304955616517,1.031765628672017,0.36962890625,-0.7,sigmoid
prox,512,8,330,4.702583312988281,4.902947796717138,-0.2003644837288565,0.2003644837288565,0.04086612626449222,0.04014592633993121,0.36962890625,-0.7,sigmoid
ipw,512,8,330,4.549910068511963,4.902947796717138,-0.35303772820517487,0.35303772820517487,0.07200519826900013,0.12463563753627092,0.36962890625,-0.7,sigmoid
